file_name,date,prison_name,tags,confirmed_cases,start_date,end_date
CSATF_20210324_639_Full_Stress,20210324,CSATF,['Stress'],,2021-03-24 00:00:00,2021-03-31 00:00:00
CSATF_20210401_606_Full_PrisonConditions,20210401,CSATF,['Prison Conditions'],,2021-04-01 00:00:00,2021-04-08 00:00:00
CSATF_20210408_977_Full_PrisonConditionsInfection,20210408,CSATF,"['Prison Conditions', ' Infection']",,2021-04-01 00:00:00,2021-04-08 00:00:00
CSATF_20201231_167_FULL,20201231,CSATF,['Stress'],,2020-12-26 00:00:00,2021-01-02 00:00:00
CSATF_20210201_372_FULL,20210201,CSATF,[''],,2021-01-27 00:00:00,2021-02-03 00:00:00
Delano_20210216_428_FULL,20210216,Delano,[''],,2021-02-12 00:00:00,2021-02-19 00:00:00
Delano_20210216_432_FULL,20210216,Delano,[''],,2021-02-12 00:00:00,2021-02-19 00:00:00
Delano_20210217_400_Full_Prison Conditions,20210217,Delano,['Prison Conditions'],,2021-02-12 00:00:00,2021-02-19 00:00:00
Delano_20210217_409_FULL_Infection,20210217,Delano,['Infection'],,2021-02-12 00:00:00,2021-02-19 00:00:00
Delano_20210420_725_FULL_Family_PrisonConditions,20210420,Delano,"['Family', ' Prison Conditions']",,2021-04-17 00:00:00,2021-04-24 00:00:00
Delano_20210420_726_Full,20210420,Delano,[''],,2021-04-17 00:00:00,2021-04-24 00:00:00
Donovan_20201004_05_00_FULL,20201004,Donovan,[''],940,2020-09-29 00:00:00,2020-10-06 00:00:00
Donovan_20201130_06_49_FULL,20201130,Donovan,[''],0,2020-11-24 00:00:00,2020-12-01 00:00:00
Donovan_20201201_05_00_FULL,20201201,Donovan,[''],0,2020-11-24 00:00:00,2020-12-01 00:00:00
Donovan_20201201_2_36,20201201,Donovan,"['Infection', ' Prison Conditions']",0,2020-11-24 00:00:00,2020-12-01 00:00:00
Donovan_20201202_2_59,20201202,Donovan,['Prison Conditions'],0,2020-12-02 00:00:00,2020-12-09 00:00:00
Donovan_20201202_5_31_FULL,20201202,Donovan,[''],0,2020-12-02 00:00:00,2020-12-09 00:00:00
Donovan_20201209_8_39_FULL,20201209,Donovan,"['Family', ' Stress', ' Program']",0,2020-12-02 00:00:00,2020-12-09 00:00:00
Donovan_20210104_603_PrisonConditions,20210104,Donovan,['Prison Conditions'],7856,2021-01-03 00:00:00,2021-01-10 00:00:00
Donovan_20210107_01_16_FULL,20210107,Donovan,[''],7856,2021-01-03 00:00:00,2021-01-10 00:00:00
Donovan_20210111_01_05_Infection,20210111,Donovan,['Infection'],8031,2021-01-11 00:00:00,2021-01-18 00:00:00
Donovan_20210115_245_FULL,20210115,Donovan,[''],8031,2021-01-11 00:00:00,2021-01-18 00:00:00
Donovan_20210503_6_27_FULL_Infection_PrisonConditions,20210503,Donovan,"['Infection', ' Prison Conditions']",8096,2021-05-03 00:00:00,2021-05-10 00:00:00
Donovan_20210507_5_59_P1_Full,20210507,Donovan,[''],8096,2021-05-03 00:00:00,2021-05-10 00:00:00
Donovan_20210507_5_59_P2_FULL,20210507,Donovan,[''],8096,2021-05-03 00:00:00,2021-05-10 00:00:00
Donovan_20210514_6_29_Full,20210514,Donovan,[''],8096,2021-05-11 00:00:00,2021-05-18 00:00:00
Donovan_20210107_227_Full,20210107,Donovan,[''],7856,2021-01-03 00:00:00,2021-01-10 00:00:00
Donovan_20210119_319_FULL_Infection_PrisonConditions,20210119,Donovan,"['Infection', ' Prison Conditions']",8066,2021-01-19 00:00:00,2021-01-26 00:00:00
Donovan_20210319_645_FULL,20210319,Donovan,[''],8096,2021-03-16 00:00:00,2021-03-23 00:00:00
Donovan_20210330_591_FULL_Stress,20210330,Donovan,['Stress'],8096,2021-03-24 00:00:00,2021-03-31 00:00:00
Donovan_20210419_682_Full_Family_Infection_Stress,20210419,Donovan,"['Family', ' Infection', ' Stress']",8096,2021-04-17 00:00:00,2021-04-24 00:00:00
Donovan_20210419_699_FULL_PrisonConditionsFamilyStress,20210419,Donovan,"['Prison Conditions', ' Family', ' Stress']",8096,2021-04-17 00:00:00,2021-04-24 00:00:00
Donovan_20210422_772_FULL_Infection_PrisonConditions,20210422,Donovan,"['Infection', ' Prison Conditions']",8096,2021-04-17 00:00:00,2021-04-24 00:00:00
Donovan_20210422_802_Full_InfectionPrisonConditions,20210422,Donovan,"['Infection', ' Prison Conditions']",8096,2021-04-17 00:00:00,2021-04-24 00:00:00
Donovan_20210422_803_FULL,20210422,Donovan,[''],8096,2021-04-17 00:00:00,2021-04-24 00:00:00
Donovan_20210422_804_FULL,20210422,Donovan,[''],8096,2021-04-17 00:00:00,2021-04-24 00:00:00
Donovan_20210426_817_FULL_PrisonConditions_Infection_Stress,20210426,Donovan,"['Prison Conditions', ' Infection', ' Stress', ' Featured']",8096,2021-04-25 00:00:00,2021-05-02 00:00:00
Donovan_20210426_818_FULL,20210426,Donovan,[''],8096,2021-04-25 00:00:00,2021-05-02 00:00:00
Donovan_20210427_765_Full,20210427,Donovan,[''],8096,2021-04-25 00:00:00,2021-05-02 00:00:00
Donovan_20210427_767_FULL_Family_Infection_PrisonConditions,20210427,Donovan,"['Family', ' Infection', ' Prison Conditions']",8096,2021-04-25 00:00:00,2021-05-02 00:00:00
Donovan_20210427_785_FULL_Family_Infection,20210427,Donovan,"['Family', ' Infection']",8096,2021-04-25 00:00:00,2021-05-02 00:00:00
Donovan_20210427_899_FULL_Infection,20210427,Donovan,['Infection'],8096,2021-04-25 00:00:00,2021-05-02 00:00:00
Donovan_20210428_761_FULL,20210428,Donovan,[''],8096,2021-04-25 00:00:00,2021-05-02 00:00:00
Donovan_20210428_762_FULL_PrisonConditionsStress,20210428,Donovan,"['Prison Conditions', ' Stress']",8096,2021-04-25 00:00:00,2021-05-02 00:00:00
Donovan_20210428_763_FULL_Infection_PrisonConditions,20210428,Donovan,"['Infection', ' Prison Conditions']",8096,2021-04-25 00:00:00,2021-05-02 00:00:00
Donovan_20210428_764_FULL,20210428,Donovan,[''],8096,2021-04-25 00:00:00,2021-05-02 00:00:00
Donovan_20210428_853_FULL_FamilyInfection,20210428,Donovan,"['Family', ' Infection']",8096,2021-04-25 00:00:00,2021-05-02 00:00:00
Donovan_20210430_1011_Full,20210430,Donovan,[''],8096,2021-04-25 00:00:00,2021-05-02 00:00:00
FireCamps_20210816_715_P1_FULL,20210816,FireCamps,[''],,2021-08-15 00:00:00,2021-08-22 00:00:00
Folsom_20210104_294_FULL,20210104,Folsom,"['Prison Conditions', ' Stress', ' Programs']",,2021-01-03 00:00:00,2021-01-10 00:00:00
Folsom_20210412_958_Full,20210412,Folsom,[''],,2021-04-09 00:00:00,2021-04-16 00:00:00
Folsom_20210427_888_FULL_PrisonCondtions,20210427,Folsom,['Prison Conditions'],,2021-04-25 00:00:00,2021-05-02 00:00:00
Folsom_20210428_1032_Full,20210428,Folsom,[''],,2021-04-25 00:00:00,2021-05-02 00:00:00
Fresno_Main_20210826_59372_P1_FULL,20210826,Fresno_Main,[''],,2021-08-23 00:00:00,2021-08-30 00:00:00
Fresno_Main_20210826_59372_P2_FULL,20210826,Fresno_Main,[''],,2021-08-23 00:00:00,2021-08-30 00:00:00
Fresno_Main_20210901_87115_FULL,20210901,Fresno_Main,[''],,2021-08-31 00:00:00,2021-09-07 00:00:00
Fresno_Main_20210910_29668_FULL,20210910,Fresno_Main,[''],,2021-09-08 00:00:00,2021-09-15 00:00:00
Fresno_Main_20210910_56264_FULL,20210910,Fresno_Main,[''],,2021-09-08 00:00:00,2021-09-15 00:00:00
Fresno_Main_20210916_40145_FULL,20210916,Fresno_Main,[''],,2021-09-16 00:00:00,2021-09-23 00:00:00
Fresno_Main_20210920_28918_FULL,20210920,Fresno_Main,[''],,2021-09-16 00:00:00,2021-09-23 00:00:00
Fresno_Main_20210916_46088_FULL,20210916,Fresno_Main,"['Prison Conditions', ' Stress']",,2021-09-16 00:00:00,2021-09-23 00:00:00
Fresno_Main_20210916_72217_FULL,20210916,Fresno_Main,[''],,2021-09-16 00:00:00,2021-09-23 00:00:00
Fresno_Main_20210831_43692_FULL,20210831,Fresno_Main,[''],,2021-08-31 00:00:00,2021-09-07 00:00:00
Fresno_Main_20211006 _19112_FULL,20211006,Fresno_Main,[''],,2021-10-02 00:00:00,2021-10-09 00:00:00
Fresno_Main_20210831_76770_FULL,20210831,Fresno_Main,[''],,2021-08-31 00:00:00,2021-09-07 00:00:00
Fresno_Mendota_20210916_FULL,20210916,Fresno_Mendota,[''],,2021-09-16 00:00:00,2021-09-23 00:00:00
High Desert_20210219_410_FULL_Stress_Infection,20210219,High Desert,"['Stress', ' Infection']",16198,2021-02-12 00:00:00,2021-02-19 00:00:00
High Desert_20210221_501_FULL_PrisonConditions_Stress,20210221,High Desert,"['Prison Conditions', ' Stress']",16262,2021-02-20 00:00:00,2021-02-27 00:00:00
High Desert_20210222_503_FULL,20210222,High Desert,[''],16262,2021-02-20 00:00:00,2021-02-27 00:00:00
High Desert_20210301_534_FULL_InfectionFamilyPrisonConditions_Stress,20210301,High Desert,"['Infection', ' Family', ' Prison Conditions']",16264,2021-02-28 00:00:00,2021-03-07 00:00:00
High Desert_20210303_529_Full,20210303,High Desert,[''],16264,2021-02-28 00:00:00,2021-03-07 00:00:00
High Desert_20210310_582_FULL_Stress_PrisonConditions,20210310,High Desert,"['Stress', ' Prison Conditions']",16264,2021-03-08 00:00:00,2021-03-15 00:00:00
High Desert_20210315_549_FULL_PrisonConditions,20210315,High Desert,['Prison Conditions'],16264,2021-03-08 00:00:00,2021-03-15 00:00:00
High Desert_20210128_304_FULL,20210128,High Desert,"['Family', ' Prison Conditions', ' Infection']",15941,2021-01-27 00:00:00,2021-02-03 00:00:00
High Desert_20210201_368_FULL,20210201,High Desert,[''],15941,2021-01-27 00:00:00,2021-02-03 00:00:00
High Desert_20210128_302_Full,20210128,High Desert,[''],15941,2021-01-27 00:00:00,2021-02-03 00:00:00
High Desert_20210128_303_Full,20210128,High Desert,[''],15941,2021-01-27 00:00:00,2021-02-03 00:00:00
High Desert_20210128_305_FULL,20210128,High Desert,"['Family', ' Stress']",15941,2021-01-27 00:00:00,2021-02-03 00:00:00
High Desert_20210129_300_Full,20210129,High Desert,"['Prison Conditions', ' Stress']",15941,2021-01-27 00:00:00,2021-02-03 00:00:00
High Desert_20210129_301_Full_PrisonConditions_Programs_Family,20210129,High Desert,"['Prison Conditions', ' Programs', ' Family', ' Stress', ' Infection']",15941,2021-01-27 00:00:00,2021-02-03 00:00:00
High Desert_20210129_377_FULL,20210129,High Desert,[''],15941,2021-01-27 00:00:00,2021-02-03 00:00:00
High Desert_20210201_357_FULL_Family_Infection,20210201,High Desert,"['Family', ' Infection']",15941,2021-01-27 00:00:00,2021-02-03 00:00:00
High Desert_20210208_342_FULL_PrisonConditionsInfection,20210208,High Desert,"['Prison Conditions', ' Infection']",16064,2021-02-04 00:00:00,2021-02-11 00:00:00
High Desert_20210211_441_Full_PrisonCondtions_Infection_Stress,20210211,High Desert,"['Prison Condtions', ' Infection', ' Stress']",16064,2021-02-04 00:00:00,2021-02-11 00:00:00
High Desert_20210221_505_FULL_Infection_Family,20210221,High Desert,"['Infection', ' Family']",16262,2021-02-20 00:00:00,2021-02-27 00:00:00
High Desert_20210222_502_FULL_Stress_PrisonConditions,20210222,High Desert,"['Stress', ' Prison Conditions']",16262,2021-02-20 00:00:00,2021-02-27 00:00:00
High Desert_20210223_459_FULL_Stress_Infection,20210223,High Desert,"['Stress', ' Infection']",16262,2021-02-20 00:00:00,2021-02-27 00:00:00
High Desert_20210223_460_FULL_PrisonConditions_Programs,20210223,High Desert,"['Prison Conditions', ' Program']",16262,2021-02-20 00:00:00,2021-02-27 00:00:00
High Desert_20210223_467_FULL,20210223,High Desert,[''],16262,2021-02-20 00:00:00,2021-02-27 00:00:00
High Desert_20210420_713_Full_Family_Infection_Stress,20210420,High Desert,"['Family', ' Infection', ' Stress']",16290,2021-04-17 00:00:00,2021-04-24 00:00:00
High Desert_20210202_380_FULL_Infection,20210202,High Desert,['Infection'],15941,2021-01-27 00:00:00,2021-02-03 00:00:00
High Desert_20210208_344_FULL,20210208,High Desert,[''],16064,2021-02-04 00:00:00,2021-02-11 00:00:00
High Desert_20210208_345_FULL,20210208,High Desert,[''],16064,2021-02-04 00:00:00,2021-02-11 00:00:00
Ironwood_20201109_06_38_FULL,20201109,Ironwood,[''],0,2020-11-08 00:00:00,2020-11-15 00:00:00
Ironwood_20201118_2_04_Stress,20201118,Ironwood,['Stress'],0,2020-11-16 00:00:00,2020-11-23 00:00:00
Ironwood_20201130_94_FULL,20201130,Ironwood,[''],0,2020-11-24 00:00:00,2020-12-01 00:00:00
Ironwood_20201229_157_FULL,20201229,Ironwood,[''],1740,2020-12-26 00:00:00,2021-01-02 00:00:00
Ironwood_20201230_156_FULL,20201230,Ironwood,[''],1740,2020-12-26 00:00:00,2021-01-02 00:00:00
Ironwood_20210113_269_Full_Infection,20210113,Ironwood,"['Infection', ' Featured']",8207,2021-01-11 00:00:00,2021-01-18 00:00:00
Ironwood_20210114_267_Full,20210114,Ironwood,"['Prison Conditions', ' Family', ' Stress']",8207,2021-01-11 00:00:00,2021-01-18 00:00:00
Ironwood_20210122_327_FULL_Programs_Infection,20210122,Ironwood,"['Programs', ' Infection']",8922,2021-01-19 00:00:00,2021-01-26 00:00:00
Ironwood_20210125_311_Full,20210125,Ironwood,[''],8922,2021-01-19 00:00:00,2021-01-26 00:00:00
Ironwood_20210205_388,20210205,Ironwood,['Prison Conditions'],11859,2021-02-04 00:00:00,2021-02-11 00:00:00
Jamestown_20210308_672_FULL,20210308,Jamestown,[''],,2021-03-08 00:00:00,2021-03-15 00:00:00
Jamestown_20210311_667_FULL_Stress,20210311,Jamestown,['Stress'],,2021-03-08 00:00:00,2021-03-15 00:00:00
Jamestown_20210316_561_Full,20210316,Jamestown,[''],,2021-03-16 00:00:00,2021-03-23 00:00:00
Jamestown_20210317_572_FULL_Infection_PrisonConditions,20210317,Jamestown,"['Infection', ' Prison Conditions']",,2021-03-16 00:00:00,2021-03-23 00:00:00
Jamestown_20210317_573_FULL_PrisonConditions_Infection_Stress,20210317,Jamestown,"['Prison Conditions', ' Infection', ' Stress']",,2021-03-16 00:00:00,2021-03-23 00:00:00
Jamestown_20210318_574_FULL_Family_Infection_Stress,20210318,Jamestown,"['Family', ' Infection', ' Stress']",,2021-03-16 00:00:00,2021-03-23 00:00:00
jamestown_20210323_643_Full_Stress,20210323,Jamestown,['Stress'],,2021-03-16 00:00:00,2021-03-23 00:00:00
jamestown_20210325_638_Full,20210325,Jamestown,[''],,2021-03-24 00:00:00,2021-03-31 00:00:00
Jamestown_20210419_695_Full,20210419,Jamestown,[''],,2021-04-17 00:00:00,2021-04-24 00:00:00
Kern_GSAnnex_20210812_712_FULL,20210812,Kern_GSAnnex,[''],,2021-08-07 00:00:00,2021-08-14 00:00:00
Kern_GSAnnex_20210812_756_FULL,20210812,Kern_GSAnnex,[''],,2021-08-07 00:00:00,2021-08-14 00:00:00
Kern_GSAnnex_20210812_737_FULL_Spanish,20210812,Kern_GSAnnex,[''],,2021-08-07 00:00:00,2021-08-14 00:00:00
Kern_GSAnnex_20210812_737_FULL_English,20210812,Kern_GSAnnex,[''],,2021-08-07 00:00:00,2021-08-14 00:00:00
KernValley_20210427_5_59_Full,20210427,KernValley,[''],7168,2021-04-25 00:00:00,2021-05-02 00:00:00
KernValley_20210324_636_FULL_Programs_Infection,20210324,KernValley,"['Programs', ' Infection']",7155,2021-03-24 00:00:00,2021-03-31 00:00:00
KernValley_20210427_739_FULL,20210427,KernValley,[''],7168,2021-04-25 00:00:00,2021-05-02 00:00:00
KernValley_20210427_742_FULL,20210427,KernValley,[''],7168,2021-04-25 00:00:00,2021-05-02 00:00:00
KernValley_20210427_745_Full_Infection_PrisonConditions,20210427,KernValley,"['Infection', ' Prison Conditions']",7168,2021-04-25 00:00:00,2021-05-02 00:00:00
KernValley_20210427_747_FULL,20210427,KernValley,[''],7168,2021-04-25 00:00:00,2021-05-02 00:00:00
KernValley_20210427_753_FULL,20210427,KernValley,[''],7168,2021-04-25 00:00:00,2021-05-02 00:00:00
KernValley_20210427_754_FULL_StressInfection,20210427,KernValley,"['Stress', ' Infection']",7168,2021-04-25 00:00:00,2021-05-02 00:00:00
KernValley_20210427_830_FULL_InfectionStress,20210427,KernValley,"['Infection', ' Stress']",7168,2021-04-25 00:00:00,2021-05-02 00:00:00
KernValley_20210428_846_Full,20210428,KernValley,[''],7168,2021-04-25 00:00:00,2021-05-02 00:00:00
KernValley_20210428_849_Full,20210428,KernValley,[''],7168,2021-04-25 00:00:00,2021-05-02 00:00:00
KernValley_20210430_1000_FULL_Programs_Infection,20210430,KernValley,"['Programs', ' Infection']",7168,2021-04-25 00:00:00,2021-05-02 00:00:00
KernValley_20210430_1001_FULL_Stress_Infection_PrisonConditions,20210430,KernValley,"['Stress', ' Infection', ' Prison Conditions']",7168,2021-04-25 00:00:00,2021-05-02 00:00:00
KernValley_20210430_999_Full,20210430,KernValley,[''],7168,2021-04-25 00:00:00,2021-05-02 00:00:00
KernValley_20210513_1345_FULL,20210513,KernValley,[''],7176,2021-05-11 00:00:00,2021-05-18 00:00:00
KernValley_20210513_1346_FULL_Infection,20210513,KernValley,['Infection'],7176,2021-05-11 00:00:00,2021-05-18 00:00:00
KernValley_20210513_1350_FULL,20210513,KernValley,[''],7176,2021-05-11 00:00:00,2021-05-18 00:00:00
Kings_Main_20210827_87009_FULL,20210827,Kings_Main,[''],,2021-08-23 00:00:00,2021-08-30 00:00:00
Lancaster_20201029_002_FULL,20201029,Lancaster,[''],,2020-10-23 00:00:00,2020-10-30 00:00:00
Lancaster_20201109_030_FULL,20201109,Lancaster,[''],,2020-11-08 00:00:00,2020-11-15 00:00:00
Lancaster_20201202_091_FULL,20201202,Lancaster,[''],,2020-12-02 00:00:00,2020-12-09 00:00:00
Lancaster_20201209_110_FULL,20201209,Lancaster,"['Infection', ' Stress', ' Prison Conditions']",,2020-12-02 00:00:00,2020-12-09 00:00:00
Lancaster_20210126_295_Full,20210126,Lancaster,[''],,2021-01-19 00:00:00,2021-01-26 00:00:00
Lancaster_20210316_583_FULL_Stress_PrisonConditions,20210316,Lancaster,"['Stress', ' Prison Conditions']",,2021-03-16 00:00:00,2021-03-23 00:00:00
LosAngeles_MensCentral_20211006_22274_FULL,20211006,LosAngeles_MensCentral,[''],,2021-10-02 00:00:00,2021-10-09 00:00:00
LosAngeles_MensCentral_20211001_10081_FULL,20211001,LosAngeles_MensCentral,[''],,2021-09-24 00:00:00,2021-10-01 00:00:00
LosAngeles_MensCentral_20210929_73176_FULL,20210929,LosAngeles_MensCentral,[''],,2021-09-24 00:00:00,2021-10-01 00:00:00
LosAngeles_MensCentral_20211115_99586_FULL,20211115,LosAngeles_MensCentral,[''],,2021-11-11 00:00:00,2021-11-18 00:00:00
LosAngeles_Metropolitan_20210907_FULL,20210907,LosAngeles_Metropolitan,[''],,2021-08-31 00:00:00,2021-09-07 00:00:00
LosAngeles_Metropolitan_20210917_FULL,20210917,LosAngeles_Metropolitan,[''],,2021-09-16 00:00:00,2021-09-23 00:00:00
LosAngeles_Metropolitan_20210831_001_FULL,20210831,LosAngeles_Metropolitan,[''],,2021-08-31 00:00:00,2021-09-07 00:00:00
LosAngeles_Metropolitan_20210831_002_FULL_PrisonConditions_Stress,20210831,LosAngeles_Metropolitan,"['Prison Conditions', ' Stress']",,2021-08-31 00:00:00,2021-09-07 00:00:00
LosAngeles_TwinTowers_20211006_47422_FULL,20211006,LosAngeles_TwinTowers,[''],,2021-10-02 00:00:00,2021-10-09 00:00:00
LosAngeles_TwinTowers_20211004_32516_FULL,20211004,LosAngeles_TwinTowers,[''],,2021-10-02 00:00:00,2021-10-09 00:00:00
Merced_Latorraca_20210910_38691_FULL,20210910,Merced_Latorraca,[''],,2021-09-08 00:00:00,2021-09-15 00:00:00
Merced_Latorraca_20210910_81379_FULL,20210910,Merced_Latorraca,[''],,2021-09-08 00:00:00,2021-09-15 00:00:00
Merced_Latorraca_20210917_17611_FULL,20210917,Merced_Latorraca,[''],,2021-09-16 00:00:00,2021-09-23 00:00:00
Merced_Latorraca _20210917_24079_FULL,20210917,Merced_Latorraca ,[''],,2021-09-16 00:00:00,2021-09-23 00:00:00
Merced_Main_20210920_55348_P1_P2_FULL,20210920,Merced_Main,[''],,2021-09-16 00:00:00,2021-09-23 00:00:00
Merced_Main_20210914_19036_FULL,20210914,Merced_Main,[''],,2021-09-08 00:00:00,2021-09-15 00:00:00
Merced_Main_20211005_25218_FULL,20211005,Merced_Main,[''],,2021-10-02 00:00:00,2021-10-09 00:00:00
Merced_Main_20210916_16065_FULL,20210916,Merced_Main,[''],,2021-09-16 00:00:00,2021-09-23 00:00:00
Merced_Main_20210916_65115_FULL,20210916,Merced_Main,[''],,2021-09-16 00:00:00,2021-09-23 00:00:00
Merced_Main_20220105_70350_FULL_PrisonConditions,20220105,Merced_Main,['Prison Conditions'],,2021-12-29 00:00:00,2022-01-05 00:00:00
Merced_USPAtwater_20210909_002_FULL,20210909,Merced_USPAtwater,[''],,2021-09-08 00:00:00,2021-09-15 00:00:00
Merced_USPAtwater_20210909_001_FULL_Family_Infection,20210909,Merced_USPAtwater,"['Family', ' Infection']",,2021-09-08 00:00:00,2021-09-15 00:00:00
Merced_USPAtwater_20210908_FULL,20210908,Merced_USPAtwater,[''],,2021-09-08 00:00:00,2021-09-15 00:00:00
Merced_USPAtwater_20210916_FULL_Infection,20210916,Merced_USPAtwater,['Infection'],,2021-09-16 00:00:00,2021-09-23 00:00:00
Merced_USPAtwater_20210917_FULL,20210917,Merced_USPAtwater,[''],,2021-09-16 00:00:00,2021-09-23 00:00:00
Mule Creek_20201228_07_03_FULL,20201228,Mule Creek,[''],3001,2020-12-26 00:00:00,2021-01-02 00:00:00
Mule Creek_20201228_621_FULL,20201228,Mule Creek,[''],3001,2020-12-26 00:00:00,2021-01-02 00:00:00
Mule Creek_20201229_07_32_FULL,20201229,Mule Creek,[''],3001,2020-12-26 00:00:00,2021-01-02 00:00:00
MuleCreek_20210521_6_47_Full,20210521,Mule Creek,[''],14861,2021-05-19 00:00:00,2021-05-26 00:00:00
MuleCreek_20210114_0504_FULL,20210114,Mule Creek,[''],12869,2021-01-11 00:00:00,2021-01-18 00:00:00
MuleCreek_20210114_0518_FULL,20210114,Mule Creek,[''],12869,2021-01-11 00:00:00,2021-01-18 00:00:00
MuleCreek_20201109_27_Full_PrisonConditions_Stress_Family,20201109,Mule Creek,"['Prison Conditions', ' Stress', ' Family']",0,2020-11-08 00:00:00,2020-11-15 00:00:00
MuleCreek_20201110_323_FULL_PrisonConditions,20201110,Mule Creek,['Prison Conditions'],0,2020-11-08 00:00:00,2020-11-15 00:00:00
MuleCreek_20201210_101_FULL,20201210,Mule Creek,[''],0,2020-12-10 00:00:00,2020-12-17 00:00:00
MuleCreek_20210105_246_FULL,20210105,Mule Creek,[''],12366,2021-01-03 00:00:00,2021-01-10 00:00:00
MuleCreek_20210113_257_Full,20210113,Mule Creek,[''],12869,2021-01-11 00:00:00,2021-01-18 00:00:00
MuleCreek_20210419_696_FULL_Family_PrisonConditions_Infection,20210419,Mule Creek,"['Family', ' Prison Conditions', ' Infection']",14851,2021-04-17 00:00:00,2021-04-24 00:00:00
MuleCreek_20210421_704_Full,20210421,Mule Creek,[''],14851,2021-04-17 00:00:00,2021-04-24 00:00:00
MuleCreek_20210423_797_FULL,20210423,Mule Creek,[''],14851,2021-04-17 00:00:00,2021-04-24 00:00:00
MuleCreek_20210426_868_FULL_PrisonConditions,20210426,Mule Creek,['Prison Conditions'],14856,2021-04-25 00:00:00,2021-05-02 00:00:00
MuleCreek_20210426_870_FULL_FamilyStressInfection,20210426,Mule Creek,"['Family', ' Stress', ' Infection']",14856,2021-04-25 00:00:00,2021-05-02 00:00:00
MuleCreek_20210428_844_FULL_InfectionPrisonConditions,20210428,Mule Creek,"['Infection', ' Prison Conditions', ' Featured']",14856,2021-04-25 00:00:00,2021-05-02 00:00:00
MuleCreek_20210429_987_FULL,20210429,Mule Creek,[''],14856,2021-04-25 00:00:00,2021-05-02 00:00:00
MuleCreek_20210517_1261_FULL_PrisonConditions_Infection_Family,20210517,Mule Creek,"['Prison Conditions', ' Infection', ' Family']",14856,2021-05-11 00:00:00,2021-05-18 00:00:00
MuleCreek_20210517_1262_FULL_PrisonConditions_Infection,20210517,Mule Creek,"['Prison Conditions', ' Infection']",14856,2021-05-11 00:00:00,2021-05-18 00:00:00
MuleCreek_20210517_1267_FULL,20210517,Mule Creek,[''],14856,2021-05-11 00:00:00,2021-05-18 00:00:00
MuleCreek_20210526_5_04_FULL,20210526,Mule Creek,[''],14861,2021-05-19 00:00:00,2021-05-26 00:00:00
NewFolsom_20210421_7_30_FULL,20210421,NewFolsom,[''],10968,2021-04-17 00:00:00,2021-04-24 00:00:00
NewFolsom_20210503_813_FULL,20210503,NewFolsom,[''],10968,2021-05-03 00:00:00,2021-05-10 00:00:00
NewFolsom_20210513_7_16_FULL,20210513,NewFolsom,[''],10968,2021-05-11 00:00:00,2021-05-18 00:00:00
NewFolsom_20211117_47746_FULL,20211117,NewFolsom,[''],11016,2021-11-11 00:00:00,2021-11-18 00:00:00
NewFolsom_20211123_82594_FULL,20211123,NewFolsom,[''],11016,2021-11-19 00:00:00,2021-11-26 00:00:00
NewFolsom_20210609_618_FULL,20210609,NewFolsom,[''],10968,2021-06-04 00:00:00,2021-06-11 00:00:00
NewFolsom_20210610_605_FULL,20210610,NewFolsom,[''],10968,2021-06-04 00:00:00,2021-06-11 00:00:00
NewFolsom_20220112_29146_FULL,20220112,NewFolsom,[''],13597,2022-01-06 00:00:00,2022-01-13 00:00:00
NewFolsom_20210418_698_FULL_ProgramsPrisonConditions,20210418,NewFolsom,"['Programs', ' Prison Conditions']",10968,2021-04-17 00:00:00,2021-04-24 00:00:00
NewFolsom_20210420_714_FULL_StressPrograms,20210420,NewFolsom,"['Stress', ' Programs']",10968,2021-04-17 00:00:00,2021-04-24 00:00:00
NewFolsom_20210421_707_FULL_ProgramsFamilyStress,20210421,NewFolsom,"['Programs', ' Family', ' Stress']",10968,2021-04-17 00:00:00,2021-04-24 00:00:00
NewFolsom_20210421_708_FULL_ProgramsFamilyStress,20210421,NewFolsom,"['Programs', ' Family', ' Stress', ' Featured']",10968,2021-04-17 00:00:00,2021-04-24 00:00:00
NewFolsom_20210421_710_FULL_ProgramsInfectionPrisonconditions,20210421,NewFolsom,"['Programs', ' Infection', ' Prison Conditions']",10968,2021-04-17 00:00:00,2021-04-24 00:00:00
NewFolsom_20210421_792_FULL_PrisonconditionsCopingFamily,20210421,NewFolsom,"['Prison Conditions', ' Stress', ' Family']",10968,2021-04-17 00:00:00,2021-04-24 00:00:00
NewFolsom_20210422_769_FULL_PrisonConditionsInfection,20210422,NewFolsom,"['Prison Conditions', ' Infection']",10968,2021-04-17 00:00:00,2021-04-24 00:00:00
NewFolsom_20210423_771_FULL,20210423,NewFolsom,[''],10968,2021-04-17 00:00:00,2021-04-24 00:00:00
NewFolsom_20210426_814_FULL_PrisonConditions,20210426,NewFolsom,['Prison Conditions'],10968,2021-04-25 00:00:00,2021-05-02 00:00:00
NewFolsom_20210426_820_FULL,20210426,NewFolsom,[''],10968,2021-04-25 00:00:00,2021-05-02 00:00:00
NewFolsom_20210426_821_FULL_FamilyInfection,20210426,NewFolsom,"['Family', ' Infection']",10968,2021-04-25 00:00:00,2021-05-02 00:00:00
NewFolsom_20210426_824_FULL_Infection_PrisonConditions,20210426,NewFolsom,"['Infection', ' Prison Conditions']",10968,2021-04-25 00:00:00,2021-05-02 00:00:00
