Filename,Date,Prison_name,Covid_confirmed_cases,Tags,NLTK_Negative Sentiment,NLTK_Neutral Sentiment,NLTK_Positive Sentiment,NLTK_Compound Sentiment,Flair_Sentiment,Flair_Polarity,Start_date,End_date
cmc_20210125_333_full_stress_feature,20210125,CMC,1138,"['Featured', ' Stress']",0.056,0.776,0.168,0.9873,POSITIVE,0.5948232412338257,2021/1/19 00:00,2021/1/26 00:00
cmc_20210126_336_full,20210126,CMC,1138,[''],0.135,0.794,0.071,-0.9983,NEGATIVE,0.0109777450561524,2021/1/19 00:00,2021/1/26 00:00
cmc_20210129_307_full,20210129,CMC,809,"['Stress', ' Prison Conditions']",0.066,0.83,0.104,0.8783,NEGATIVE,0.0052323341369627,2021/1/27 00:00,2021/2/3 00:00
cmc_20210129_308_full_prisonconditions,20210129,CMC,809,['Prison Conditions'],0.048,0.831,0.121,0.931,POSITIVE,0.7935248017311096,2021/1/27 00:00,2021/2/3 00:00
cmc_20210208_346_full_stress_infection_prisonconditions,20210208,CMC,564,"['Stress', ' Infection', ' Prison Conditions']",0.067,0.833,0.1,0.9472,NEGATIVE,0.00041526556015,2021/2/4 00:00,2021/2/11 00:00
cmc_20210210_355_full,20210210,CMC,564,"['Prison Conditions', ' Program', ' Family']",0.143,0.755,0.102,-0.9443,NEGATIVE,6.437301635631165e-06,2021/2/4 00:00,2021/2/11 00:00
cmc_20210210_357_full,20210210,CMC,564,[''],0.091,0.813,0.096,-0.1225,NEGATIVE,0.0730782747268675,2021/2/4 00:00,2021/2/11 00:00
cmc_20210210_358_full_stress,20210210,CMC,564,['Stress'],0.061,0.806,0.133,0.7579,NEGATIVE,0.0010536313056945,2021/2/4 00:00,2021/2/11 00:00
cmc_20210210_359_full,20210210,CMC,564,[''],0.116,0.798,0.086,-0.9975,NEGATIVE,0.0088785886764526,2021/2/4 00:00,2021/2/11 00:00
cmc_20210211_446_full,20210211,CMC,564,[''],0.069,0.785,0.146,0.9927,NEGATIVE,0.0001968741416932,2021/2/4 00:00,2021/2/11 00:00
cmc_20210211_447_full_family_infection,20210211,CMC,564,"['Family', ' Infection']",0.039,0.774,0.187,0.9855,NEGATIVE,0.0728031396865843,2021/2/4 00:00,2021/2/11 00:00
cmc_20210212_438_full_infectionprisonconditionsstress,20210212,CMC,375,"['Infection', ' Prison Conditions', ' Stress']",0.096,0.797,0.107,0.5952,NEGATIVE,5.483627319224915e-06,2021/2/12 00:00,2021/2/19 00:00
cmc_20210212_439_full,20210212,CMC,375,[''],0.153,0.778,0.069,-0.9954,NEGATIVE,9.536743163951478e-06,2021/2/12 00:00,2021/2/19 00:00
cmc_20210216_425_full_stress,20210216,CMC,375,['Stress'],0.089,0.726,0.185,0.9805,NEGATIVE,0.3124004602432251,2021/2/12 00:00,2021/2/19 00:00
cmc_20210216_426_full_infection_prisonconditions,20210216,CMC,375,"['Infection', ' Prison Conditions']",0.071,0.835,0.094,0.9527,NEGATIVE,0.0002326369285583,2021/2/12 00:00,2021/2/19 00:00
cmc_20210217_401_full_familyinfectionstress,20210217,CMC,375,"['Family', ' Infection', ' Stress']",0.055,0.819,0.126,0.8625,NEGATIVE,8.583068847545228e-06,2021/2/12 00:00,2021/2/19 00:00
cmc_20210221_488_full_family_infection_prisonconditions,20210221,CMC,245,"['Family', ' Infection', ' Prison Conditions']",0.128,0.67,0.202,0.9863,NEGATIVE,0.1530501246452331,2021/2/20 00:00,2021/2/27 00:00
cmc_20210222_454_full_infection,20210222,CMC,245,['Infection'],0.064,0.661,0.275,0.9975,NEGATIVE,0.2819165587425232,2021/2/20 00:00,2021/2/27 00:00
cmc_20210222_490_full,20210222,CMC,245,[''],0.126,0.747,0.126,-0.7312,NEGATIVE,0.0034645795822143,2021/2/20 00:00,2021/2/27 00:00
cmc_20210223_499_full,20210223,CMC,245,[''],0.124,0.734,0.142,0.9318,NEGATIVE,0.0179055333137512,2021/2/20 00:00,2021/2/27 00:00
cmc_20210224_465_full,20210224,CMC,245,[''],0.048,0.809,0.142,0.9978,NEGATIVE,0.0001475811004639,2021/2/20 00:00,2021/2/27 00:00
cmc_20210225_472_full_programs_stress,20210225,CMC,245,"['Programs', ' Stress']",0.079,0.772,0.149,0.9768,NEGATIVE,0.1321592330932617,2021/2/20 00:00,2021/2/27 00:00
cmc_20210225_473_full,20210225,CMC,245,[''],0.094,0.739,0.167,0.9881,NEGATIVE,0.0862126350402832,2021/2/20 00:00,2021/2/27 00:00
cmc_20210308_656_full_infectionprisonconditions,20210308,CMC,186,"['Infection', ' Prison Conditions', ' Featured']",0.121,0.766,0.113,-0.3919,NEGATIVE,2.634525299083368e-05,2021/3/8 00:00,2021/3/15 00:00
cmc_20210316_550_full,20210316,CMC,172,[''],0.118,0.73,0.152,0.9477,NEGATIVE,0.0500058531761168,2021/3/16 00:00,2021/3/23 00:00
cmc_20210412_956_full_infection,20210412,CMC,175,['Infection'],0.032,0.739,0.229,0.9647,NEGATIVE,1.9073486328013974e-05,2021/4/9 00:00,2021/4/16 00:00
cmc_20210420_711_full_infection_prisonconditions,20210420,CMC,144,"['Infection', ' Prison Conditions']",0.177,0.729,0.094,-0.9896,NEGATIVE,0.0003057718276977,2021/4/17 00:00,2021/4/24 00:00
corcoran_20201103_07_39_full,20201103,Corcoran,364,[''],0.076,0.756,0.168,0.9996,NEGATIVE,0.0001033544540404,2020/10/31 00:00,2020/11/7 00:00
corcoran_20210105_07_43_full,20210105,Corcoran,1197,[''],0.061,0.772,0.167,0.999,NEGATIVE,0.0002111792564392,2021/1/3 00:00,2021/1/10 00:00
corcoran_20210421_637_full_infection_family_programs,20210421,Corcoran,63,"['Infection', ' Family', ' Programs']",0.059,0.786,0.154,0.9724,NEGATIVE,0.0002308487892151,2021/4/17 00:00,2021/4/24 00:00
corcoran_20210428_320_full,20210428,Corcoran,56,[''],0.085,0.805,0.11,0.9759,NEGATIVE,0.0012124180793762,2021/4/25 00:00,2021/5/2 00:00
corcoran_20210518_6_21_full,20210518,Corcoran,39,[''],0.096,0.781,0.124,0.9915,NEGATIVE,2.789497375477179e-05,2021/5/11 00:00,2021/5/18 00:00
corcoran_20210824_21225_full,20210824,Corcoran,735,[''],0.058,0.828,0.114,0.9989,NEGATIVE,4.7326087951549134e-05,2021/8/23 00:00,2021/8/30 00:00
corcoran_20201224_213_full,20201224,Corcoran,1078,[''],0.137,0.682,0.181,0.9887,NEGATIVE,0.0036666393280028,2020/12/18 00:00,2020/12/25 00:00
corcoran_20201230_162_full_program_family,20201230,Corcoran,977,"['Programs', ' Family']",0.083,0.853,0.064,0.4411,NEGATIVE,4.43458557127796e-05,2020/12/26 00:00,2021/1/2 00:00
csatf_20210128_310_full,20210128,CSATF,585,[''],0.124,0.777,0.098,-0.988,NEGATIVE,0.0004476904869079,2021/1/27 00:00,2021/2/3 00:00
csatf_20201123_66_full,20201123,CSATF,721,"['Infection', ' Prison Conditions', ' Stress']",0.139,0.822,0.038,-0.9885,NEGATIVE,0.0284863114356995,2020/11/16 00:00,2020/11/23 00:00
csatf_20201214_141_full,20201214,CSATF,1166,[''],0.08,0.745,0.175,0.9991,POSITIVE,0.9865663647651672,2020/12/10 00:00,2020/12/17 00:00
csatf_20201216_256_full,20201216,CSATF,1166,[''],0.11,0.807,0.084,-0.9918,NEGATIVE,0.3255810141563415,2020/12/10 00:00,2020/12/17 00:00
csatf_20210107_228_full_infection,20210107,CSATF,1197,['Infection'],0.123,0.762,0.115,-0.2732,NEGATIVE,3.24249267578125e-05,2021/1/3 00:00,2021/1/10 00:00
csatf_20210108_235_full,20210108,CSATF,1197,[''],0.1,0.751,0.149,0.9933,NEGATIVE,0.1935436129570007,2021/1/3 00:00,2021/1/10 00:00
csatf_20210108_236_full,20210108,CSATF,1197,[''],0.086,0.736,0.178,0.9959,POSITIVE,0.8097912669181824,2021/1/3 00:00,2021/1/10 00:00
csatf_20210108_240_full,20210108,CSATF,1197,[''],0.107,0.749,0.143,0.9008,NEGATIVE,0.0002272725105285,2021/1/3 00:00,2021/1/10 00:00
csatf_20210108_242_full_programs,20210108,CSATF,1197,['Programs'],0.114,0.827,0.06,-0.9677,NEGATIVE,0.0122776031494139,2021/1/3 00:00,2021/1/10 00:00
csatf_20210111_259_full_infection_prisonconditions,20210111,CSATF,1215,"['Infection', ' Prison Conditions']",0.054,0.764,0.182,0.9754,NEGATIVE,0.0002515912055968,2021/1/11 00:00,2021/1/18 00:00
csatf_20210111_261_full_stress_programs,20210111,CSATF,1215,"['Stress', ' Programs']",0.079,0.775,0.146,0.9743,NEGATIVE,0.103171169757843,2021/1/11 00:00,2021/1/18 00:00
csatf_20210111_279_full,20210111,CSATF,1215,[''],0.155,0.686,0.16,0.9261,NEGATIVE,0.0111542344093323,2021/1/11 00:00,2021/1/18 00:00
csatf_20210111_281_full_prisonconditions_infection,20210111,CSATF,1215,"['Prison Conditions', ' Infection']",0.118,0.774,0.107,-0.8488,NEGATIVE,0.0021253824234007,2021/1/11 00:00,2021/1/18 00:00
csatf_20210111_283_full_prisonconditions_stress,20210111,CSATF,1215,"['Prison Conditions', ' Stress']",0.157,0.744,0.098,-0.9937,NEGATIVE,0.0009470582008361,2021/1/11 00:00,2021/1/18 00:00
csatf_20210112_278_full_stress,20210112,CSATF,1215,['Stress'],0.138,0.73,0.132,0.5626,NEGATIVE,7.677078247081415e-05,2021/1/11 00:00,2021/1/18 00:00
csatf_20210114_265_full,20210114,CSATF,1215,[''],0.125,0.731,0.144,0.9046,NEGATIVE,5.7220458984375e-06,2021/1/11 00:00,2021/1/18 00:00
csatf_20210121_260_full_stress_infection,20210121,CSATF,889,"['Stress', ' Infection']",0.102,0.776,0.122,0.4532,NEGATIVE,4.494190216064453e-05,2021/1/19 00:00,2021/1/26 00:00
csatf_20210122_328_full,20210122,CSATF,889,[''],0.043,0.685,0.272,0.9984,POSITIVE,0.9684926867485046,2021/1/19 00:00,2021/1/26 00:00
csatf_20210324_639_full_stress,20210324,CSATF,84,['Stress'],0.112,0.71,0.179,0.9618,POSITIVE,0.9524235725402832,2021/3/24 00:00,2021/3/31 00:00
csatf_20210401_606_full_prisonconditions,20210401,CSATF,39,['Prison Conditions'],0.052,0.816,0.132,0.9578,NEGATIVE,0.0130282044410705,2021/4/1 00:00,2021/4/8 00:00
csatf_20210408_977_full_prisonconditionsinfection,20210408,CSATF,39,"['Prison Conditions', ' Infection']",0.137,0.781,0.081,-0.9018,NEGATIVE,1.3113021850585938e-05,2021/4/1 00:00,2021/4/8 00:00
csatf_20201231_167_full,20201231,CSATF,977,['Stress'],0.133,0.738,0.128,-0.3024,NEGATIVE,0.3778435587882995,2020/12/26 00:00,2021/1/2 00:00
csatf_20210201_372_full,20210201,CSATF,585,[''],0.155,0.747,0.097,-0.9989,NEGATIVE,0.0138447880744934,2021/1/27 00:00,2021/2/3 00:00
delano_20210216_428_full,20210216,Delano,1215,[''],0.088,0.789,0.123,0.9971,NEGATIVE,0.000182330608368,2021/2/12 00:00,2021/2/19 00:00
delano_20210216_432_full,20210216,Delano,1215,[''],0.128,0.73,0.142,0.8996,NEGATIVE,0.0001459121704101,2021/2/12 00:00,2021/2/19 00:00
delano_20210217_409_full_infection,20210217,Delano,1215,['Infection'],0.1,0.749,0.151,0.8958,NEGATIVE,0.0006251931190491,2021/2/12 00:00,2021/2/19 00:00
delano_20210420_725_full_family_prisonconditions,20210420,Delano,231,"['Family', ' Prison Conditions']",0.128,0.729,0.143,0.2789,NEGATIVE,0.0554184317588806,2021/4/17 00:00,2021/4/24 00:00
delano_20210420_726_full,20210420,Delano,231,[''],0.056,0.771,0.173,0.9985,NEGATIVE,0.3116385340690613,2021/4/17 00:00,2021/4/24 00:00
donovan_20201004_05_00_full,20201004,Donovan,1953,[''],0.066,0.826,0.108,0.9895,NEGATIVE,0.0002121329307556,2020/9/29 00:00,2020/10/6 00:00
donovan_20201130_06_49_full,20201130,Donovan,9296,[''],0.058,0.775,0.167,0.9994,NEGATIVE,6.115436553955078e-05,2020/11/24 00:00,2020/12/1 00:00
donovan_20201201_05_00_full,20201201,Donovan,9296,[''],0.047,0.827,0.126,0.9991,NEGATIVE,0.0006611943244934,2020/11/24 00:00,2020/12/1 00:00
donovan_20201209_8_39_full,20201209,Donovan,12758,"['Family', ' Stress', ' Program']",0.074,0.814,0.112,0.9643,NEGATIVE,0.0441154241561889,2020/12/2 00:00,2020/12/9 00:00
donovan_20210104_603_prisonconditions,20210104,Donovan,25106,['Prison Conditions'],0.093,0.876,0.031,-0.9855,NEGATIVE,4.827976226795538e-05,2021/1/3 00:00,2021/1/10 00:00
donovan_20210107_01_16_full,20210107,Donovan,25106,[''],0.117,0.839,0.044,-0.9973,NEGATIVE,2.0742416381835938e-05,2021/1/3 00:00,2021/1/10 00:00
donovan_20210111_01_05_infection,20210111,Donovan,21427,['Infection'],0.145,0.767,0.088,-0.9307,NEGATIVE,0.0211876034736632,2021/1/11 00:00,2021/1/18 00:00
donovan_20210115_245_full,20210115,Donovan,21427,[''],0.043,0.92,0.037,0.2233,NEGATIVE,4.6491622923694464e-06,2021/1/11 00:00,2021/1/18 00:00
donovan_20210503_6_27_full_infection_prisonconditions,20210503,Donovan,1008,"['Infection', ' Prison Conditions']",0.017,0.767,0.216,0.9991,POSITIVE,0.8872860074043274,2021/5/3 00:00,2021/5/10 00:00
donovan_20210507_5_59_p1_full,20210507,Donovan,1008,[''],0.094,0.807,0.1,-0.5599,NEGATIVE,0.0003021955490112,2021/5/3 00:00,2021/5/10 00:00
donovan_20210507_5_59_p2_full,20210507,Donovan,1008,[''],0.118,0.744,0.138,0.6148,NEGATIVE,0.0002694725990296,2021/5/3 00:00,2021/5/10 00:00
donovan_20210514_6_29_full,20210514,Donovan,851,[''],0.079,0.803,0.119,0.9968,NEGATIVE,0.0004870891571043,2021/5/11 00:00,2021/5/18 00:00
donovan_20210107_227_full,20210107,Donovan,25106,[''],0.154,0.754,0.092,-0.9971,NEGATIVE,0.004701554775238,2021/1/3 00:00,2021/1/10 00:00
donovan_20210119_319_full_infection_prisonconditions,20210119,Donovan,14539,"['Infection', ' Prison Conditions']",0.123,0.818,0.059,-0.9853,NEGATIVE,1.0490417480357728e-05,2021/1/19 00:00,2021/1/26 00:00
donovan_20210319_645_full,20210319,Donovan,1411,[''],0.057,0.88,0.063,-0.8545,POSITIVE,0.7233138680458069,2021/3/16 00:00,2021/3/23 00:00
donovan_20210330_591_full_stress,20210330,Donovan,1470,['Stress'],0.063,0.666,0.271,0.9926,NEGATIVE,0.0004663467407227,2021/3/24 00:00,2021/3/31 00:00
donovan_20210419_682_full_family_infection_stress,20210419,Donovan,1554,"['Family', ' Infection', ' Stress']",0.097,0.703,0.199,0.9954,POSITIVE,0.9419765472412108,2021/4/17 00:00,2021/4/24 00:00
donovan_20210419_699_full_prisonconditionsfamilystress,20210419,Donovan,1554,"['Prison Conditions', ' Family', ' Stress']",0.03,0.746,0.225,0.9966,NEGATIVE,0.0225985050201416,2021/4/17 00:00,2021/4/24 00:00
donovan_20210422_772_full_infection_prisonconditions,20210422,Donovan,1554,"['Infection', ' Prison Conditions']",0.06,0.802,0.139,0.9844,NEGATIVE,0.000812828540802,2021/4/17 00:00,2021/4/24 00:00
donovan_20210422_802_full_infectionprisonconditions,20210422,Donovan,1554,"['Infection', ' Prison Conditions']",0.137,0.776,0.086,-0.9211,NEGATIVE,1.1801719665638366e-05,2021/4/17 00:00,2021/4/24 00:00
donovan_20210422_803_full,20210422,Donovan,1554,[''],0.032,0.779,0.189,0.9929,POSITIVE,0.5902374982833862,2021/4/17 00:00,2021/4/24 00:00
donovan_20210422_804_full,20210422,Donovan,1554,[''],0.097,0.72,0.184,0.9952,NEGATIVE,0.0878609418869019,2021/4/17 00:00,2021/4/24 00:00
donovan_20210426_817_full_prisonconditions_infection_stress,20210426,Donovan,1229,"['Prison Conditions', ' Infection', ' Stress', ' Featured']",0.049,0.785,0.166,0.9954,NEGATIVE,9.775161743164062e-06,2021/4/25 00:00,2021/5/2 00:00
donovan_20210426_818_full,20210426,Donovan,1229,[''],0.09,0.789,0.122,0.9616,POSITIVE,0.8584851026535034,2021/4/25 00:00,2021/5/2 00:00
donovan_20210427_765_full,20210427,Donovan,1229,[''],0.058,0.879,0.063,-0.5689,NEGATIVE,0.0182101130485535,2021/4/25 00:00,2021/5/2 00:00
donovan_20210427_767_full_family_infection_prisonconditions,20210427,Donovan,1229,"['Family', ' Infection', ' Prison Conditions']",0.116,0.737,0.146,0.9508,NEGATIVE,0.0022268891334533,2021/4/25 00:00,2021/5/2 00:00
donovan_20210427_785_full_family_infection,20210427,Donovan,1229,"['Family', ' Infection']",0.056,0.854,0.09,0.9785,NEGATIVE,4.482269287120477e-05,2021/4/25 00:00,2021/5/2 00:00
donovan_20210427_899_full_infection,20210427,Donovan,1229,['Infection'],0.023,0.802,0.175,0.9528,NEGATIVE,3.612041473399774e-05,2021/4/25 00:00,2021/5/2 00:00
donovan_20210428_761_full,20210428,Donovan,1229,[''],0.109,0.749,0.142,0.9816,NEGATIVE,0.4057464599609375,2021/4/25 00:00,2021/5/2 00:00
donovan_20210428_762_full_prisonconditionsstress,20210428,Donovan,1229,"['Prison Conditions', ' Stress']",0.139,0.7,0.162,0.7428,NEGATIVE,0.1832023859024047,2021/4/25 00:00,2021/5/2 00:00
donovan_20210428_763_full_infection_prisonconditions,20210428,Donovan,1229,"['Infection', ' Prison Conditions']",0.053,0.792,0.155,0.9872,POSITIVE,0.7750830054283142,2021/4/25 00:00,2021/5/2 00:00
donovan_20210428_764_full,20210428,Donovan,1229,[''],0.115,0.799,0.086,-0.9845,NEGATIVE,0.0001025199890135,2021/4/25 00:00,2021/5/2 00:00
donovan_20210428_853_full_familyinfection,20210428,Donovan,1229,"['Family', ' Infection']",0.041,0.745,0.214,0.9962,POSITIVE,0.975836992263794,2021/4/25 00:00,2021/5/2 00:00
donovan_20210430_1011_full,20210430,Donovan,1229,[''],0.165,0.69,0.145,-0.99,NEGATIVE,0.001788854598999,2021/4/25 00:00,2021/5/2 00:00
firecamps_20210816_715_p1_full,20210816,FireCamps,19068,[''],0.05,0.882,0.068,0.9829,NEGATIVE,0.1116336584091186,2021/8/15 00:00,2021/8/22 00:00
folsom_20210104_294_full,20210104,Folsom,1772,"['Prison Conditions', ' Stress', ' Programs']",0.13,0.803,0.066,-0.9914,NEGATIVE,7.057189941395148e-05,2021/1/3 00:00,2021/1/10 00:00
folsom_20210412_958_full,20210412,Folsom,1092,[''],0.086,0.781,0.133,0.9863,NEGATIVE,0.000238001346588,2021/4/9 00:00,2021/4/16 00:00
folsom_20210427_888_full_prisoncondtions,20210427,Folsom,914,['Prison Conditions'],0.15,0.807,0.043,-0.9921,NEGATIVE,0.0003355741500854,2021/4/25 00:00,2021/5/2 00:00
folsom_20210428_1032_full,20210428,Folsom,914,[''],0.113,0.788,0.098,-0.8881,NEGATIVE,0.0013923048973083,2021/4/25 00:00,2021/5/2 00:00
fresno_main_20210826_59372_p1_full,20210826,Fresno_Main,3385,[''],0.076,0.82,0.104,0.9823,NEGATIVE,2.8967857360839844e-05,2021/8/23 00:00,2021/8/30 00:00
fresno_main_20210826_59372_p2_full,20210826,Fresno_Main,3385,[''],0.065,0.785,0.15,0.9988,NEGATIVE,2.968311309803351e-05,2021/8/23 00:00,2021/8/30 00:00
fresno_main_20210901_87115_full,20210901,Fresno_Main,3619,[''],0.099,0.781,0.12,0.9292,NEGATIVE,0.0974075198173524,2021/8/31 00:00,2021/9/7 00:00
fresno_main_20210910_29668_full,20210910,Fresno_Main,2716,[''],0.042,0.794,0.164,0.9999,NEGATIVE,0.0041611194610595,2021/9/8 00:00,2021/9/15 00:00
fresno_main_20210910_56264_full,20210910,Fresno_Main,2716,[''],0.075,0.815,0.11,0.9979,NEGATIVE,0.0014964342117309,2021/9/8 00:00,2021/9/15 00:00
fresno_main_20210916_40145_full,20210916,Fresno_Main,2629,[''],0.074,0.79,0.136,0.9995,NEGATIVE,0.0002421736717224,2021/9/16 00:00,2021/9/23 00:00
fresno_main_20210920_28918_full,20210920,Fresno_Main,2629,[''],0.029,0.863,0.109,0.9946,NEGATIVE,0.0014997720718383,2021/9/16 00:00,2021/9/23 00:00
fresno_main_20210916_46088_full,20210916,Fresno_Main,2629,"['Prison Conditions', ' Stress']",0.09,0.724,0.187,0.9997,NEGATIVE,0.0012274384498596,2021/9/16 00:00,2021/9/23 00:00
fresno_main_20210916_72217_full,20210916,Fresno_Main,2629,[''],0.098,0.732,0.169,0.9996,NEGATIVE,5.054473876964227e-05,2021/9/16 00:00,2021/9/23 00:00
fresno_main_20210831_43692_full,20210831,Fresno_Main,3619,[''],0.048,0.836,0.115,0.9938,NEGATIVE,1.7523765563964844e-05,2021/8/31 00:00,2021/9/7 00:00
fresno_main_20211006 _19112_full,20211006,Fresno_Main,2132,[''],0.068,0.78,0.152,0.9967,NEGATIVE,4.589557647705078e-05,2021/10/2 00:00,2021/10/9 00:00
fresno_main_20210831_76770_full,20210831,Fresno_Main,3619,[''],0.042,0.876,0.083,0.998,NEGATIVE,0.0315536260604858,2021/8/31 00:00,2021/9/7 00:00
fresno_mendota_20210916_full,20210916,Fresno_Mendota,2629,[''],0.081,0.866,0.053,-0.9557,NEGATIVE,5.221366882324219e-05,2021/9/16 00:00,2021/9/23 00:00
high desert_20210219_410_full_stress_infection,20210219,High Desert,46,"['Stress', ' Infection']",0.094,0.765,0.141,0.9807,POSITIVE,0.8028084635734558,2021/2/12 00:00,2021/2/19 00:00
high desert_20210222_503_full,20210222,High Desert,28,[''],0.157,0.742,0.101,-0.9977,NEGATIVE,0.0001114606857299,2021/2/20 00:00,2021/2/27 00:00
high desert_20210301_534_full_infectionfamilyprisonconditions_stress,20210301,High Desert,11,"['Infection', ' Family', ' Prison Conditions']",0.101,0.715,0.184,0.994,NEGATIVE,0.0058041810989379,2021/2/28 00:00,2021/3/7 00:00
high desert_20210303_529_full,20210303,High Desert,11,[''],0.101,0.753,0.146,0.9888,NEGATIVE,2.0384788513183597e-05,2021/2/28 00:00,2021/3/7 00:00
high desert_20210310_582_full_stress_prisonconditions,20210310,High Desert,5,"['Stress', ' Prison Conditions']",0.118,0.83,0.052,-0.7293,NEGATIVE,5.245208740234375e-06,2021/3/8 00:00,2021/3/15 00:00
high desert_20210315_549_full_prisonconditions,20210315,High Desert,5,['Prison Conditions'],0.061,0.834,0.105,0.9375,POSITIVE,0.9694060683250428,2021/3/8 00:00,2021/3/15 00:00
ironwood_20201109_06_38_full,20201109,Ironwood,4519,[''],0.076,0.809,0.116,0.9941,NEGATIVE,1.4424324035644531e-05,2020/11/8 00:00,2020/11/15 00:00
ironwood_20201118_2_04_stress,20201118,Ironwood,7053,['Stress'],0.068,0.841,0.09,0.3804,NEGATIVE,1.0132789611816406e-05,2020/11/16 00:00,2020/11/23 00:00
ironwood_20201229_157_full,20201229,Ironwood,22194,[''],0.066,0.778,0.156,0.9958,POSITIVE,0.8013001680374146,2020/12/26 00:00,2021/1/2 00:00
ironwood_20201230_156_full,20201230,Ironwood,22194,[''],0.144,0.733,0.123,-0.9484,NEGATIVE,0.0061331391334533,2020/12/26 00:00,2021/1/2 00:00
ironwood_20210113_269_full_infection,20210113,Ironwood,21795,"['Infection', ' Featured']",0.088,0.819,0.093,0.605,NEGATIVE,0.000154972076416,2021/1/11 00:00,2021/1/18 00:00
ironwood_20210122_327_full_programs_infection,20210122,Ironwood,14616,"['Programs', ' Infection']",0.195,0.767,0.038,-0.9643,NEGATIVE,6.9141387939453125e-06,2021/1/19 00:00,2021/1/26 00:00
ironwood_20210125_311_full,20210125,Ironwood,14616,[''],0.092,0.685,0.223,0.9958,POSITIVE,0.918390452861786,2021/1/19 00:00,2021/1/26 00:00
jamestown_20210308_672_full,20210308,Jamestown,18,[''],0.154,0.757,0.089,-0.9991,NEGATIVE,0.0002718567848205,2021/3/8 00:00,2021/3/15 00:00
jamestown_20210311_667_full_stress,20210311,Jamestown,18,['Stress'],0.043,0.854,0.103,0.9399,NEGATIVE,0.0005726814270019,2021/3/8 00:00,2021/3/15 00:00
jamestown_20210316_561_full,20210316,Jamestown,14,[''],0.083,0.814,0.103,0.859,NEGATIVE,0.001386284828186,2021/3/16 00:00,2021/3/23 00:00
jamestown_20210317_572_full_infection_prisonconditions,20210317,Jamestown,14,"['Infection', ' Prison Conditions']",0.073,0.842,0.085,0.8269,NEGATIVE,2.741813659679071e-05,2021/3/16 00:00,2021/3/23 00:00
jamestown_20210317_573_full_prisonconditions_infection_stress,20210317,Jamestown,14,"['Prison Conditions', ' Infection', ' Stress']",0.117,0.735,0.148,0.7791,NEGATIVE,0.0041732192039489,2021/3/16 00:00,2021/3/23 00:00
jamestown_20210318_574_full_family_infection_stress,20210318,Jamestown,14,"['Family', ' Infection', ' Stress']",0.093,0.731,0.175,0.9736,NEGATIVE,0.0028151869773863,2021/3/16 00:00,2021/3/23 00:00
jamestown_20210323_643_full_stress,20210323,Jamestown,14,['Stress'],0.054,0.712,0.235,0.9952,POSITIVE,0.9981258511543274,2021/3/16 00:00,2021/3/23 00:00
jamestown_20210325_638_full,20210325,Jamestown,14,[''],0.088,0.765,0.147,0.9979,NEGATIVE,1.990795135498047e-05,2021/3/24 00:00,2021/3/31 00:00
jamestown_20210419_695_full,20210419,Jamestown,14,[''],0.066,0.903,0.031,-0.9845,NEGATIVE,8.177757263183594e-05,2021/4/17 00:00,2021/4/24 00:00
kern_gsannex_20210812_712_full,20210812,Kern_GSAnnex,1582,[''],0.063,0.771,0.165,0.9999,NEGATIVE,0.0002323985099792,2021/8/7 00:00,2021/8/14 00:00
kern_gsannex_20210812_756_full,20210812,Kern_GSAnnex,1582,[''],0.067,0.812,0.121,0.999,NEGATIVE,2.3365020751953125e-05,2021/8/7 00:00,2021/8/14 00:00
kern_gsannex_20210812_737_full_spanish,20210812,Kern_GSAnnex,1582,[''],0.054,0.934,0.013,-0.9787,NEGATIVE,0.0833192467689514,2021/8/7 00:00,2021/8/14 00:00
kern_gsannex_20210812_737_full_english,20210812,Kern_GSAnnex,1582,[''],0.088,0.732,0.18,0.9982,NEGATIVE,0.0010466575622559,2021/8/7 00:00,2021/8/14 00:00
kernvalley_20210427_5_59_full,20210427,KernValley,231,[''],0.032,0.751,0.218,0.9995,NEGATIVE,0.0010038018226623,2021/4/25 00:00,2021/5/2 00:00
kernvalley_20210324_636_full_programs_infection,20210324,KernValley,343,"['Programs', ' Infection']",0.181,0.795,0.025,-0.9863,NEGATIVE,2.9802322387695312e-06,2021/3/24 00:00,2021/3/31 00:00
kernvalley_20210427_739_full,20210427,KernValley,231,[''],0.144,0.721,0.135,-0.9856,NEGATIVE,0.1542816162109375,2021/4/25 00:00,2021/5/2 00:00
kernvalley_20210427_742_full,20210427,KernValley,231,[''],0.11,0.726,0.164,0.9913,NEGATIVE,4.589557647705078e-05,2021/4/25 00:00,2021/5/2 00:00
kernvalley_20210427_745_full_infection_prisonconditions,20210427,KernValley,231,"['Infection', ' Prison Conditions']",0.133,0.728,0.138,-0.7805,NEGATIVE,0.0044869780540466,2021/4/25 00:00,2021/5/2 00:00
kernvalley_20210427_747_full,20210427,KernValley,231,[''],0.178,0.703,0.12,-0.9926,NEGATIVE,3.457069396961554e-05,2021/4/25 00:00,2021/5/2 00:00
kernvalley_20210427_753_full,20210427,KernValley,231,[''],0.123,0.695,0.182,0.9961,NEGATIVE,0.1830043792724609,2021/4/25 00:00,2021/5/2 00:00
kernvalley_20210427_754_full_stressinfection,20210427,KernValley,231,"['Stress', ' Infection']",0.284,0.666,0.05,-0.9929,NEGATIVE,1.0609626770019531e-05,2021/4/25 00:00,2021/5/2 00:00
