Story ID (prison_yyyymmdd_topic),Unique ID,On M.I. list?,Reviewed and Cleared,Date R&C,Added to site,Date added,Story Title (max 20 characters),Audio File,Transcript,Date (MM/YY),Prison,Tags,Storyteller,Story Type,"If Segment, Full Story ID",Letter/Call
Soledad_20201231_289_FULL,1268,,LW,08/11/2021,MV,08/17/2021,The full story,https://www.dropbox.com/s/x13tjbafd34vai3/Soledad_20201231_289_FULL.mp3?dl=0,https://www.dropbox.com/s/7ljnbt08t9h8rkg/Soledad_20201231_289_FULL.txt?dl=0,12/20,Soledad,,Incarcerated Person,Full,,Letter
Soledad_20201231_290_FULL_Stress,8604,,LW,08/11/2021,MV,08/17/2021,Livestock investment,https://www.dropbox.com/s/jeqm6jgrxr178i8/Soledad_20201231_290_FULL.mp3?dl=0,https://www.dropbox.com/s/76rctszut7q1tmx/Soledad_20201231_290_FULL.txt?dl=0,12/20,Soledad,Stress,Incarcerated Person,Full,,Letter
Soledad_20201231_291_FULL_Stress_PrisonConditions,4301,,LW,08/11/2021,MV,08/17/2021,Medical can't help,https://www.dropbox.com/s/nlohgc6zl079tbk/Soledad_20201231_291_FULL.mp3?dl=0,https://www.dropbox.com/s/ppju4pxcodlg4tp/Soledad_20201231_291_FULL_Stress_PrisonConditions.txt?dl=0,12/20,Soledad,"Stress, Prison Conditions",Incarcerated Person,Full,,Letter
Soledad_20210105_159_FULLtags,9870,,KT,Duplicate,KT,,Rough ride,https://www.dropbox.com/s/w4096ufu2ksp95j/Soledad_20210105_159_FULL.mp3?dl=0,https://www.dropbox.com/s/04fxbgfbe0m1fv9/Soledad_20210105_159_full.txt?dl=0,01/21,Soledad,Stress,Incarcerated Person,Full,,Letter
Soledad_20210105_255_FULL_Infection,9340,,MV,,MV,07/14/2021,High risk medical,https://www.dropbox.com/s/b7t5581hlg9v11o/Soledad_20210105_255_FULL_Infection.mp3?dl=0,https://www.dropbox.com/s/pf8w9yuj1j07siw/Soledad_20210105_255_Infection.txt?dl=0,01/21,Soledad,Infection,Incarcerated Person,Full,,Letter
Soledad_20210105_286_FULL_StressInfectionPrisonConditions,883,,LW,08/11/2021,MV,08/17/2021,Survivor's guilt,https://www.dropbox.com/s/flbsk7f3jzzu92t/Soledad_20210105_286_FULL_Stress.mp3?dl=0,https://www.dropbox.com/s/c75mwixdnmfhktt/Soledad_20210105_286_FULL_Stress_Coping.txt?dl=0,12/20,Soledad,"Stress, Infection, Prison Conditions, Featured",Incarcerated Person,Full,,Letter
Soledad_20210107_221_FULL,2534,,MV,,MV,,The full story,https://www.dropbox.com/s/1g5hx0sozco6f67/Soledad_20210107_221_FULL.mp3?dl=0,https://www.dropbox.com/s/ob44v360xq73cgz/Soledad_20210107_221_FULL.txt?dl=0,01/21,Soledad,,Incarcerated Person,Full,,Letter
Soledad_20210107_292_FULL,13,,LW,08/11/2021,MV,08/17/2021,The full story,https://www.dropbox.com/s/qr5zcfk2td1e8u1/Soledad_20210107_292_FULL.mp3?dl=0,https://www.dropbox.com/s/5z51o1o9nawpqln/Soledad_20210107_292_FULL.txt?dl=0,01/21,Soledad,,Incarcerated Person,Full,,Letter
Soledad_20210108_223_FULL_PrisonConditions,9205,,MV/KT,,KT,,We're just livestock,https://www.dropbox.com/s/r6glrg28zoudkyn/Soledad_20210108_223_Full.mp3?dl=0,https://www.dropbox.com/s/l4ls2ixtbp9t7vl/Soledad_20210108_223_FULL.txt?dl=0,01/21,Soledad,Prison Conditions,Incarcerated Person,Full,,Letter
Soledad_20210109_241_FULL,163,,MV/KT,,KT,,The full story,https://www.dropbox.com/s/7kwj6affvvz6ba6/Soledad_20210109_241_Full.mp3?dl=0,https://www.dropbox.com/s/zxfyd29iv0ek4uu/Soledad_20210109_241_FULL.txt?dl=0,01/21,Soledad,"Family, Infection, Prison Conditions, Programs",Incarcerated Person,Full,,Letter
Soledad_20210112_275_FULL,2003,,MV,,MV,,The full story,https://www.dropbox.com/s/lpla5c9zurtwbyv/Soledad_20210112_275_FULL.mp3?dl=0,https://www.dropbox.com/s/kzfaxajg2tgl4ia/Soledad_20210112_275_FULL.txt?dl=0,04/20,Soledad,,Incarcerated Person,Full,,Letter
Soledad_20210113_266_FULL_Stress_PrisonConditions,2262,,MV,,MV,,I feel unsafe,https://www.dropbox.com/s/orf2d6s0pdbocac/Soledad_20210113_266_Stress_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/naq90vg9skx9wk5/Soledad_20210113_266_StressPrisonConditionsFamily.txt?dl=0,01/21,Soledad,"Stress, Prison Conditions",Incarcerated Person,Full,,Letter
Soledad_20210119_323_Full_PrisonConditions_Family,8071,,MV,,MV,,Big outbreaks,https://www.dropbox.com/s/1a5td4aavjyrwn1/Soledad_20210119_323_Full_PrisonConditions_Family.mp3?dl=0,https://www.dropbox.com/s/k4olw0ekfis2ovt/Soledad_20210119_323_Full.txt?dl=0,01/21,Soledad,"Prison Conditions, Family",Incarcerated Person,Full,,Letter
Soledad_20210120_325_FULL,6902,,MV,,MV,,The full story,https://www.dropbox.com/s/79fykoyfpnx2tvj/Soledad_20210120_325_FULL.mp3?dl=0,https://www.dropbox.com/s/70la4cngqgmjh5d/Soledad_20210120_325_FULL.txt?dl=0,01/21,Soledad,,Incarcerated Person,Full,,Letter
Soledad_20210208_362_FULL,4430,,MV,,MV,,The full story,https://www.dropbox.com/s/z106pkqle10xdww/Soledad_20210208_362_FULL.mp3?dl=0,https://www.dropbox.com/s/84xulv7apomyzq1/Soledad_20210208_362_FULL.txt?dl=0,02/21,Soledad,Featured,Incarcerated Person,Full,,Letter
Soledad_20210325_647_FULL_PrisonConditionsInfection,1354,,MV,06/29/2021,MV,07/20/2021,Isn’t back to normal,https://www.dropbox.com/s/sjpsn22h427q1uw/Soledad_20210325_647FULL_PrisonConditionsInfection.mp3?dl=0,https://www.dropbox.com/s/640pq4ytjnl3twa/Soledad_20210325_647_FULL_PrisonConditionsInfection.txt?dl=0,03/20,Soledad,"Prison Conditions, Infection",Incarcerated Person,Full,,Letter
Soledad_20210329_590_FULL_ PrisonConditionsInfection,1630,,MV,,MV,07/20/2021,Behind closed doors,https://www.dropbox.com/s/satrtzzbp8dfrvz/Soledad_20210329_590_FULL.mp3?dl=0,https://www.dropbox.com/s/nahkjfifdogr2k2/Soledad_20210329_590_PrisonConditionsInfection.txt?dl=0,03/21,Soledad,"Prison Conditions, Infection",Incarcerated Person,Full,,Letter
Soledad_20210406_974_FULL_PrisonConditions,1918,,MV,06/29/2021,MV,07/20/2021,Keep me safe,https://www.dropbox.com/s/lnsbhh4up8emcwo/Soledad_20210406_974_Full.mp3?dl=0,https://www.dropbox.com/s/bkywyncc8xwijnn/Soledad_20210406_974_FULL.txt?dl=0,04/21,Soledad,Prison Conditions,Incarcerated Person,Full,,Letter
Soledad_20210416_923_FULL_Stress,5830,,LW,08/11/2021,MV,08/17/2021,Live life to the max,https://www.dropbox.com/s/6oqubulykwgj7lf/Soledad_20210416_923_FULL_Stress.mp3?dl=0,https://www.dropbox.com/s/o5mto9dr5bmpws8/Soledad_20210416_923_FULL_Stress_Coping.txt?dl=0,01/21,Soledad,Stress,Incarcerated Person,Full,,Letter
Sonoma_Main_20201127_073_Full,,,MV,07/09//2021,,,The full story,https://www.dropbox.com/s/3twirlf7yi1dv2d/Sonoma_Main_20211127_FULL_073.mp3?dl=0,https://www.dropbox.com/s/1mlxvb9ze29q6zk/SC_MADF_20201127_073_Full.txt?dl=0,11/20,Sonoma Main,,Incarcerated Person,Full,,Letter
Stockton_20210317_562_FULL,281,,MV,,MV,x,The full story,https://www.dropbox.com/s/1dgptes50u611e2/Stockton_20210317_562_FULL.mp3?dl=0,https://www.dropbox.com/s/0f8qu3nrto35yk1/Stockton_20210317_562_FULL.txt?dl=0,03/21,Stockton,,Incarcerated Person,Full,,Letter
Stockton_20210318_569_Full_PrisonConditions,11,,MV,,MV,x,Big problem here,https://www.dropbox.com/s/20tbmyici36ksap/Stockton_20210318_569_FULL_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/7obpdil3bbvborf/Stockton_20210318_569_PrisonConditions.txt?dl=0,03/21,Stockton,Prison Conditions,Incarcerated Person,Full,,Letter
Stockton_20210318_570_Full_PrisonConditions,8395,,MV,,MV,x,One last chance,https://www.dropbox.com/s/uy0yamy92sk93sq/Stockton_20210318_570_FULL.mp3?dl=0,https://www.dropbox.com/s/b1ppu5hyvzz718z/Stockton_20210318_570_PrisonConditions.txt?dl=0,01/20,Stockton,Prison Conditions,Incarcerated Person,Full,,Letter
Stockton_20210318_571_Full_Infection,1005,,MV,,MV,x,Full hazmat suit,https://www.dropbox.com/s/i7mrdmfimirgrsd/Stockton_20210318_571_Full_Infection.mp3?dl=0,https://www.dropbox.com/s/ir01oszj6ap1vdl/Stockton_20210318_571_Infection.txt?dl=0,12/20,Stockton,Infection,Incarcerated Person,Full,,Letter
Stockton_20210329_597_FULL_Family,2280,,MV,06/29/2021,MV,x,I feel the pain,https://www.dropbox.com/s/mzot8s1s1022bpg/Stockton_20210329_597_FULL.mp3?dl=0,https://www.dropbox.com/s/llqjboggr5l477f/Stockton_20210329_597_FULL.txt?dl=0,03/21,Stockton,Family,Incarcerated Person,Full,,Letter
Stockton_20210423_795_FULL,3353,,LW,08/13/2021,MV,x,The full story,https://www.dropbox.com/s/lhz2qwliid7sma4/Stockton_20210423_795_FULL.mp3?dl=0,https://www.dropbox.com/s/m4axxopjixekb8y/Stockton_20210423_795_FULL.txt?dl=0,04/21,Stockton,,Incarcerated Person,Full,,Letter
Susanville_20210317_560_FULL_Family_Infection_PrisonConditions,5417,,MV,,MV,09/12/2021,Health scare,https://www.dropbox.com/s/mdp4ia2fi2y54fk/Susanville_20210317_560_Family_Infection_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/olnyv4dpugu5si0/Susanville_20210317_560_Family_Infection_PrisonConditions.txt?dl=0,03/21,Susanville,"Family, Infection, Prison Conditions",Incarcerated Person,Full,,Letter
Susanville_20210419_719_Full,2472,,MV,07/09//2021,MV,07/22/2021,The full story,https://www.dropbox.com/s/yh4gvakqt58xtzu/Susanville_20210419_719_FULL.mp3?dl=0,https://www.dropbox.com/s/443r6pgbzj14s5t/Susanville_20210419_719_FULL.txt?dl=0,12/19,Susanville,,Incarcerated Person,Full,,Letter
Susanville_20210423_800_Full,5698,,LW,08/12/2021,MV,09/12/2021,The full story,https://www.dropbox.com/s/8xijmd8o6m7m6z4/Susanville_20210423_800_FULL.mp3?dl=0,https://www.dropbox.com/s/am14umbjaxsq5qk/Susanville_20210423_800_Full.txt?dl=0,04/21,Susanville,,Incarcerated Person,Full,,Letter
Susanville_20210423_863_FULL,3623,,LW,08/12/2021,MV,09/12/2021,The full story,https://www.dropbox.com/s/vpl3o0nh0p8e6u1/Susanville_20210423_863_FULL.mp3?dl=0,https://www.dropbox.com/s/na0j8radzftv2r9/Susanville_20210423_863_FULL.txt?dl=0,04/21,Susanville,,Incarcerated Person,Full,,Letter
Susanville_20210426_877_FULL,3481,,LW,08/12/2021,MV,09/12/2021,The full story,https://www.dropbox.com/s/2eczfq4gxjs0du1/Susanville_20210426_877_FULL.mp3?dl=0,https://www.dropbox.com/s/t33q03w2qgw80nr/Susanville_20210426_877_FULL.txt?dl=0,04/21,Susanville,,Incarcerated Person,Full,,Letter
Susanville_20210426_878_FULL,7550,,MV,09/20/2021,MV,09/24/2021,The full story,https://www.dropbox.com/s/6xlejjc6xcxz0qq/Susanville_20210426_878_FULL.mp3?dl=0,https://www.dropbox.com/s/hdscgq3qmrhzgxx/Susanville_20210426_878_FULL.txt?dl=0,04/21,Susanville,,Incarcerated Person,Full,,Letter
Susanville_20210426_890_FULL_PrisonConditionsInfection,7551,,LW,08/12/2021,MV,09/12/2021,Less than three feet,https://www.dropbox.com/s/nh11sg7ur2b15ra/Susanville_20210426_890_FULL.mp3?dl=0,https://www.dropbox.com/s/kpbibghontlei7h/Susanville_20210426_890_FULLPrisonConditionsInfection.txt?dl=0,04/21,Susanville,"Prison Conditions, Infection",Incarcerated Person,Full,,Letter
Susanville_20210427_782_FULL,7896,,LW,08/12/2021,MV,09/12/2021,The full story,https://www.dropbox.com/s/1okn0no8h1rh6ru/Susanville_20210427_782_FULL.mp3?dl=0,https://www.dropbox.com/s/u54ep4i7kont571/Susanville_20210427_782_FULL.txt?dl=0,04/21,Susanville,,Incarcerated Person,Full,,Letter
Susanville_20210427_784_FULL,9376,,LW,08/12/2021,MV,09/13/2021,The full story,https://www.dropbox.com/s/t1nz9zubtggjvws/Susanville_20210427_784_FULL.mp3?dl=0,https://www.dropbox.com/s/mdjuwvrraoj17ta/Susanville_20210427_784_FULL.txt?dl=0,04/21,Susanville,,Incarcerated Person,Full,,Letter
Tehachapi_20201123_063_FULL,6105,,KT,,KT,,The full story,https://www.dropbox.com/s/hyo3fkreprltbir/Tehachapi_20201123_063_FULL.mp3?dl=0,https://www.dropbox.com/s/8neidjgq38vbe26/Tehachapi_20201123_063_FULL.txt?dl=0,11/20,Tehachapi,,Incarcerated Person,Full,,Letter
Tehachapi_20201124_64_FULL,2068,,KT,,KT,,The full story,https://www.dropbox.com/s/3atmstu0920vjfc/Tehachapi_20201124_64_full.mp3?dl=0,https://www.dropbox.com/s/tcracvrnuuq8tqw/Tehachapi_20201124_64_full.txt?dl=0,11/20,Tehachapi,,Incarcerated Person,Full,,Letter
Tehachapi_20201201_78_FULL,8553,,MV/KT,,KT,,The full story,https://www.dropbox.com/s/yj7iojtmbtq1w58/Tehachapi_20201201_78_full.mp3?dl=0,https://www.dropbox.com/s/br4sk9gkwrs8b5a/Tehachapi_20201201_78_FULL.txt?dl=0,12/20,Tehachapi,"Family, Stress, Infection",Incarcerated Person,Full,,Letter
Tehachapi_20201201_093_PrisonConditions,4500,,NS,,KT,,More than a number,https://www.dropbox.com/s/gfqguzpkjrkadny/Tehachapi_20201201_093_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/qyzcupzij5sbuci/Tehachapi_20201201_093_PrisonConditions.txt?dl=0,12/20,Tehachapi,Prison Conditions,Incarcerated Person,Full,,Letter
Tehachapi_20201202_83_FullPrograms,4385,,KT,,KT,,Makes me sad,https://www.dropbox.com/s/vbmi90u2xymbc13/Tehachapi_20201204_83_FullPrograms.mp3?dl=0,https://www.dropbox.com/s/iaoptmpky61cmyz/Tehachapi_20201204_83_FullPrograms.txt?dl=0,12/20,Tehachapi,"Programs, Stress",Incarcerated Person,Full,,Letter
Tehachapi_20201207_109_FULL_PrisonConditions,1104,,KT,,KT,,Always locked down,https://www.dropbox.com/s/nmo4iy2snk358gu/Tehachapi_20201207_109_FULL_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/6fsrdtm0mnky7ld/Tehachapi_20201207_109_FULL_PrisonConditions.txt?dl=0,12/20,Tehachapi,"Prison Conditions, Programs",Incarcerated Person,Full,,Letter
Tehachapi_20201207_122 _FULL,8452,,KT,,KT,,The full story,https://www.dropbox.com/s/iby12wn434clm4o/Tehachapi_20201207_122_FULL.mp3?dl=0,https://www.dropbox.com/s/tlek085c4d0rb52/Tehachapi_20201207_122_FULL.txt?dl=0,12/20,Tehachapi,,Incarcerated Person,Full,,Letter
Tehachapi_20201207_123_FULL,9810,,KT,,KT,,Code of silence,https://www.dropbox.com/s/u88ynbawgctgwgg/Tehachapi_20201207_123_Full.mp3?dl=0,https://www.dropbox.com/s/fr9xews8tt5efqx/Tehachapi_20201207_123_full.txt?dl=0,12/20,Tehachapi,Prison Conditions,Incarcerated Person,Full,,Letter
Tehachapi_20201207_124_Full_Infection_Stress_Engilsh_Version,8278,,MV,08/06/2021,MV,08/06/2021,It affected my lungs,https://www.dropbox.com/s/lh1dzcs9wz03ymf/Tehachapi_20201207_124_Full.mp3?dl=0,https://www.dropbox.com/s/7f2yj34w2924nfb/Tehachapi_20201207_124_FULL_English_Version.txt?dl=0,12/20,Tehachapi,"Infection, Stress",Incarcerated Person,Full,,Letter
Tehachapi_20201208_125_FULL,257,,KT,,KT,,Waiting,https://www.dropbox.com/s/gfjkakgmbmy6rjf/Tehachapi_20201208_125_FULL.mp3?dl=0,https://www.dropbox.com/s/oa8ls8d7gcxdh1o/Tehachapi_20201208_125_FULL.txt?dl=0,12/20,Tehachapi,"Prison Conditions, Stress",Incarcerated Person,Full,,Letter
Tehachapi_20201208_126_FULL,2530,,KT,,KT,,No control of it,https://www.dropbox.com/s/mjlzq2hss18w334/Tehachapi_20201208_126_FULL.mp3?dl=0,https://www.dropbox.com/s/xkw5fmw4vgqkerp/Tehachapi_20201208_126_FULL.txt?dl=0,12/20,Tehachapi,"Prison Conditions, Family",Incarcerated Person,Full,,Letter
Tehachapi_20201208_127_FULL_Stress,8136,,KT,,KT,,Confusion reigns,https://www.dropbox.com/s/w0k69d2m0r2jdzc/Tehachapi_20201208_127_FULL.mp3?dl=0,https://www.dropbox.com/s/08cxbr5inc471ks/Tehachapi_20201208_127_Stress.txt?dl=0,12/20,Tehachapi,"Stress, Featured",Incarcerated Person,Full,,Letter
Tehachapi_20201208_98_FULL,8110,,KT,,KT,,The full story,https://www.dropbox.com/s/wjd70v5ajjae385/Tehachapi_20201208_98_Full.mp3?dl=0,https://www.dropbox.com/s/r7alrvcn97tvjz8/Tehachapi_20201208_098_FULL.txt?dl=0,12/20,Tehachapi,,Incarcerated Person,Full,,Letter
Tehachapi_20201209_107_FULL,5124,,KT,,KT,,The full story,https://www.dropbox.com/s/38q0knj7hzy0tp1/Tehachapi_20201209_107_FULL.mp3?dl=0,https://www.dropbox.com/s/af0sfk2fscun5yu/Tehachapi_20201209_107_FULL.txt?dl=0,12/20,Tehachapi,,Incarcerated Person,Full,,Letter
Tehachapi_20201209_111_FULL,4424,,KT,,KT,,Wasn't treated,https://www.dropbox.com/s/ive2j700fl8gveb/Tehachapi_20201209_111_FULL.mp3?dl=0,https://www.dropbox.com/s/eyqm92ttr72poet/Tehachapi_20201209_111_FULL.txt?dl=0,12/20,Tehachapi,"Infection, Programs, Stress, Family",Incarcerated Person,Full,,Letter
Tehachapi_20201209_116_FULL,3566,,KT,,KT,,The full story,https://www.dropbox.com/s/oly9pthbn0q47ep/Tehachapi_20201209_116_FULL.mp3?dl=0,https://www.dropbox.com/s/40n05v0ldjntuc6/Tehachapi_20201209_116_FULL.txt?dl=0,12/20,Tehachapi,,Incarcerated Person,Full,,Letter
Tehachapi_20201210_102_FULL,695,,KT,,KT,,I'm not safe,https://www.dropbox.com/s/38cbha941pxba8c/Tehachapi_20201210_102_FULL.mp3?dl=0,https://www.dropbox.com/s/z3ljn7ynjq0y08q/Tehachapi_20201210_102_FULL.txt?dl=0,12/20,Tehachapi,"Family, Infection, Stress, Prison Conditions",Incarcerated Person,Full,,Letter
Tehachapi_20201210_115_FULL,1455,,KT,,KT,,Days of suffering,https://www.dropbox.com/s/2f7bj55gf9skj29/Tehachapi_20201210_115_FULL.mp3?dl=0,https://www.dropbox.com/s/3nsc4zmwoqzc6ms/Tehachapi_20201210_115_FULL.txt?dl=0,12/20,Tehachapi,"Infection, Family",Incarcerated Person,Full,,Letter
Tehachapi_20201210_119_FULL,1766,,KT,,KT,,Don't care if we live,https://www.dropbox.com/s/no4su2pfnaq2e3l/Tehachapi_20201210_119_FULL.mp3?dl=0,https://www.dropbox.com/s/oodq80rc9ajt8n7/Tehachapi_20201210_119_FULL.txt?dl=0,12/20,Tehachapi,"Prison Conditions, Family, Program",Incarcerated Person,Full,,Letter
Tehachapi_20201211_99_FULL,7959,,KT,,KT,,Constantly worry,https://www.dropbox.com/s/r5sfxhtrxy3tfjm/Tehachapi_20201211_99_FULL.mp3?dl=0,https://www.dropbox.com/s/2qtpqhpn0ym2pm2/Tehachapi_20201211_099_FULL.txt?dl=0,12/20,Tehachapi,"Programs, Stress",Incarcerated Person,Full,,Letter
Tehachapi_20201214_143_Full_PrisonConditions_Family,255,,MV,08/06/2021,MV,08/06/2021,Too much cell time,https://www.dropbox.com/s/5wyvdaqqvsniqaq/Tehachapi_20201214_143_Full_PrisonConditions_Family.mp3?dl=0,https://www.dropbox.com/s/j8m7lorvsb9o1fr/Tehachapi_20201214_143_FULL_PrisonConditions_Family.txt?dl=0,12/20,Tehachapi,"Prison Conditions, Family",Incarcerated Person,Full,,Letter
Tehachapi_20201214_144_PrisonConditions,109,,KT,,KT,,The virus spreads,https://www.dropbox.com/s/r9fuwn0oscpage1/Tehachapi_20201214_144_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/x94tdbmre2554s0/Tehachapi_20201214_144_PrisonConditions.txt?dl=0,12/20,Tehachapi,"Prison Conditions, Stress",Incarcerated Person,Full,,Letter
Tehachapi_20201214_145_PrisonConditions_Infection,6880,,KT,,KT,,Waiting to get it,https://www.dropbox.com/s/bibm5ihqienkrva/Tehachapi_20201214_145_PrisonConditions_Infection.mp3?dl=0,https://www.dropbox.com/s/blvhu6r2g8fsavf/Tehachapi_20201214_145_PrisonConditions_Infection.txt?dl=0,12/20,Tehachapi,"Prison Conditions, Infection",Incarcerated Person,Full,,Letter
Tehachapi_20201214_146_Full,1892,,MV,08/27/2021,MV,09/03/2021,The full story,https://www.dropbox.com/s/7w0x0cflorl33bo/Tehachapi_20201214_146_Full.mp3?dl=0,https://www.dropbox.com/s/d1m5l4rvuvmgdkf/Tehachapi_20201214_146_FULL.txt?dl=0,12/20,Tehachapi,,Incarcerated Person,Full,,Letter
Tehachapi_20201215_133_FullFamily,5051,,KT,,KT,,Not seeing them,https://www.dropbox.com/s/9ikybmor5dew5qn/Tehachapi_20201215_133_FullFamily.mp3?dl=0,https://www.dropbox.com/s/84w42wz6gkt9jdf/Tehachapi_20201215_133_FullFamily.txt?dl=0,12/20,Tehachapi,"Family, Prison Conditions, Programs",Incarcerated Person,Full,,Letter
Tehachapi_20201216_169_FULL,2399,,KT,,KT,,Stuck,https://www.dropbox.com/s/64i524i3wm8advd/Tehachapi_20201216_169_FULL.mp3?dl=0,https://www.dropbox.com/s/xzx9zis35qjs9h1/Tehachapi_20201216_169_FULL.txt?dl=0,12/20,Tehachapi,Prison Conditions,Incarcerated Person,Full,,Letter
Tehachapi_20201218_203_Full,9052,,KT,,KT,,My life is at stake,https://www.dropbox.com/s/uqgaltk38xdivj4/Tehachapi_20201218_203_FULL.mp3?dl=0,https://www.dropbox.com/s/3s3avpy7sio9fk2/Tehachapi_20201218_203_full.txt?dl=0,12/20,Tehachapi,"Infection, Stress, Family",Incarcerated Person,Full,,Letter
Tehachapi_20201218_205_Full,3757,,KT,,KT,,Absolutely terrible,https://www.dropbox.com/s/ljcrqrlsf3ul5yg/Tehachapi_20201218_205_Full.mp3?dl=0,https://www.dropbox.com/s/fqfdtsevl9bypvz/Tehachapi_20201218_205_Full_Family.txt?dl=0,12/20,Tehachapi,"Family, Programs, Infection",Incarcerated Person,Full,,Letter
Tehachapi_20201220_120_FULL,2003,,KT,,KT,,I feel expendable,https://www.dropbox.com/s/ugedyjwmn0ysshq/Tehachapi_20201220_120_FULL.mp3?dl=0,https://www.dropbox.com/s/jrwrgxvsycokbz2/Tehachapi_20201210_120_FULL.txt?dl=0,12/20,Tehachapi,"Family, Infection, Prison Conditions",Incarcerated Person,Full,,Letter
Tehachapi_20201221_149_FULL_PrisonConditions,8774,,KT,,KT,,Mental health not cool,https://www.dropbox.com/s/sq884gcvgqu7jze/Tehachapi_20201221_149_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/pgzqh4vpy9j0c42/Tehachapi_20201221_149_Prison_Conditions.txt?dl=0,12/20,Tehachapi,"Prison Conditions, Stress",Incarcerated Person,Full,,Letter
Tehachapi_20201221_190_FULL,2583,,KT,,KT,,Sick for months,https://www.dropbox.com/s/5bwbzmlm9l497m4/Tehachapi_20201221_190_FULL.mp3?dl=0,https://www.dropbox.com/s/ityqrq343oj6p93/Tehachapi_20201221_190_FULL.txt?dl=0,12/20,Tehachapi,"Infection, Stress",Incarcerated Person,Full,,Letter
Tehachapi_20201228_176_FULL,1238,,KT,,KT,,Chasing their tails,https://www.dropbox.com/s/ughn33gpqi42dom/Tehachapi_20201228_176_Full.mp3?dl=0,https://www.dropbox.com/s/zzpcke5grd05vt1/Tehachapi_20201228_176_FULL.txt?dl=0,12/20,Tehachapi,"Infection, Prison Conditions",Incarcerated Person,Full,,Letter
Tehachapi_20201231_150_FULL,6937,,KT,,KT,,The full story,https://www.dropbox.com/s/6ra2xkdazw5j3oq/Tehachapi_20201231_150_Full.mp3?dl=0,https://www.dropbox.com/s/c7bxhwajkfuhb2l/Tehachapi_20201231_150_FULL.txt?dl=0,12/20,Tehachapi,,Incarcerated Person,Full,,Letter
Tehachapi_20210105_244_Full_Stress_Infection,9266,,MV,07/07/2021,MV,07/21/2021,It’s abnormal,https://www.dropbox.com/s/xlz3o6t7jwof8ve/Tehachapi_20210105_244_FULL.mp3?dl=0,https://www.dropbox.com/s/j4z6xds7grld041/Tehachapi_20210105_244_FULL.txt?dl=0,01/21,Tehachapi,"Stress, Infection",Incarcerated Person,Full,,Letter
Tehachapi_20210121_326_Full_PrisonConditions,4712,,MV,,MV,,Life is waiting,https://www.dropbox.com/s/q423lewgzmxjmi0/Tehachapi_20210121_326_PrisionConditions.mp3?dl=0,https://www.dropbox.com/s/xeap4lblyzuq8q1/Tehachapi_20210121_326_PrisonConditions.txt?dl=0,01/21,Tehachapi,Prison Conditions,Incarcerated Person,Full,,Letter
Tehachapi_20210201_371_Full_PrisonConditions,4722,,MV,,MV,,Transfers stopped,https://www.dropbox.com/s/594yqvzzqbortfu/Tehachapi_20210201_371_FULL_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/m9094nn8g20lv5w/Tehachapi_20210201_371_PrisonConditions.txt?dl=0,02/21,Tehachapi,Prison Conditions,Incarcerated Person,Full,,Letter
Tehachapi_20210210_361_FULL,,,MV,09/21/2021,,,The full story,https://www.dropbox.com/s/x5uymx3tu98q8we/Tehachapi_20210210_361_FULL.mp3?dl=0,https://www.dropbox.com/s/jlarnj6ij475is8/Tehachapi_20210210_361_FULL.txt?dl=0,02/21,Tehachapi,,Incarcerated Person,Full,,Letter
Tehachapi_20210422_906_FULL_PrisonConditions,336,,LW,08/12/2021,MV,08/17/2021,No matter how bleak,https://www.dropbox.com/s/493uuylti2j72q0/Tehachapi_20210422_906_FULL_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/zr884thhoolfs51/Tehachapi_20210422_906_FULL_PrisonConditions.txt?dl=0,04/21,Tehachapi,Prison Conditions,Incarcerated Person,Full,,Letter
Tracy_20210126_297_Full,7985,,KT,,KT,,The full story,https://www.dropbox.com/s/xz9ylkdcvbcbj5v/Tracy_20210126_297_Full.mp3?dl=0,https://www.dropbox.com/s/6tnoq1szzla1o6r/Tracy_20210126_297_Full.txt?dl=0,01/21,Tracy,,Incarcerated Person,Full,,Letter
Tracy_20210126_298_Full_Family_PrisonConditions_Stress,7777,,KT,,KT,,No glass panes,https://www.dropbox.com/s/po6dbfwvd7o9k8m/Tracy_20210126_298_Family_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/exjh442rh1jdr8k/Tracy_20210126_298_FULL_Family_PrisonConditions_Stress.txt?dl=0,02/21,Tracy,"Family, Prison Conditions, Stress",Incarcerated Person,Full,,Letter
Tracy_20210205_394_FULL_Stress,2434,,MV/KT,,KT,,Treated inhumane,https://www.dropbox.com/s/nq5ofuu3kup6tu5/Tracy_20210205_394_full.mp3?dl=0,https://www.dropbox.com/s/j9foyue2qvv6w9z/Tracy_20210205_394_Full.txt?dl=0,02/21,Tracy,Stress,Incarcerated Person,Full,,Letter
